"entity_graph"
"""<graphml xmlns=http://graphml.graphdrawing.org/xmlns xmlns:xsi=http://www.w3.org/2001/XMLSchema-instance xsi:schemaLocation=http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd>
  <key id=d5 for=edge attr.name=source_id attr.type=string />
  <key id=d4 for=edge attr.name=description attr.type=string />
  <key id=d3 for=edge attr.name=weight attr.type=double />
  <key id=d2 for=node attr.name=source_id attr.type=string />
  <key id=d1 for=node attr.name=description attr.type=string />
  <key id=d0 for=node attr.name=type attr.type=string />
  <graph edgedefault=undirected>
      <data key=d4>&#22269;&#29579;&#19982;&#20840;&#30495;&#21407;&#26412;&#20026;&#20804;&#24351;&#65292;&#20294;&#20840;&#30495;&#32972;&#21467;&#24182;&#38519;&#23475;&#22269;&#29579;&#12290;</data>
      <data key=d5>8ed7fc6c308c7b9196e7e50e53658342</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#24481;&#33457;&#22253;&quot;>
      <data key=d3>3.0</data>
      <data key=d4>&#22269;&#29579;&#22312;&#24481;&#33457;&#22253;&#23433;&#25490;&#20102;&#23476;&#20250;&#21644;&#35266;&#36175;&#27963;&#21160;&#65292;&#23637;&#31034;&#20102;&#24481;&#33457;&#22253;&#30340;&#37325;&#35201;&#24615;&#12290;&#22269;&#29579;&#20351;&#29992;&#24481;&#33457;&#22253;&#26469;&#25307;&#24453;&#21776;&#20711;&#30340;&#24466;&#24351;&#20204;&#65292;&#24182;&#22312;&#37027;&#37324;&#34987;&#20840;&#30495;&#38519;&#23475;&#12290;&#32508;&#21512;&#26469;&#30475;&#65292;&#22269;&#29579;&#22312;&#24481;&#33457;&#22253;&#19981;&#20165;&#20030;&#21150;&#20102;&#37325;&#35201;&#30340;&#31038;&#20132;&#27963;&#21160;&#65292;&#36824;&#21033;&#29992;&#36825;&#20010;&#22330;&#25152;&#36827;&#34892;&#22806;&#20132;&#25307;&#24453;&#65292;&#23613;&#31649;&#26368;&#32456;&#22312;&#37027;&#37324;&#36973;&#36935;&#20102;&#19981;&#24184;&#12290;</data>
      <data key=d5>19da3c6e02bf057f163cd067e6e5e300,8ed7fc6c308c7b9196e7e50e53658342,eb8eb2b87d79c27d947926533ad69d07</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#20843;&#35282;&#29705;&#29827;&#20117;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#34987;&#20840;&#30495;&#25512;&#20837;&#20843;&#35282;&#29705;&#29827;&#20117;&#20013;&#12290;</data>
      <data key=d5>8ed7fc6c308c7b9196e7e50e53658342</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#38452;&#21496;&#38414;&#29579;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#32771;&#34385;&#22312;&#38452;&#21496;&#38414;&#29579;&#22788;&#30003;&#35785;&#12290;</data>
      <data key=d5>8ed7fc6c308c7b9196e7e50e53658342</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#36947;&#22763;&quot;>
      <data key=d3>3.0</data>
      <data key=d4>&#22269;&#29579;&#26368;&#21021;&#23545;&#39569;&#22763;&#30340;&#27515;&#20129;&#24863;&#21040;&#24754;&#20260;&#65292;&#21518;&#26469;&#25165;&#37322;&#24576;&#12290;&#39569;&#22763;&#21521;&#22269;&#29579;&#35299;&#37322;&#31048;&#38632;&#22833;&#36133;&#30340;&#21407;&#22240;&#65292;&#26174;&#31034;&#20986;&#23545;&#22269;&#29579;&#30340;&#23562;&#37325;&#12290;&#39569;&#22763;&#36127;&#36131;&#30417;&#30563;&#30340;&#24037;&#21280;&#26159;&#22269;&#29579;&#24481;&#36176;&#30340;&#65292;&#39569;&#22763;&#30340;&#31649;&#29702;&#34892;&#20026;&#21463;&#21040;&#22269;&#29579;&#30340;&#30417;&#31649;&#12290;</data>
      <data key=d5>1511eafb4ef81af6341758e771e4497c,b2ccd8cf54c526f4ce59ba78a5a373d2,fb229a1cc5a2a49c1a5e3ffcaaba874c</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#20711;&#20154;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20711;&#20154;&#26159;&#22269;&#29579;&#24481;&#36176;&#30340;&#65292;&#20182;&#20204;&#30340;&#31649;&#29702;&#21463;&#21040;&#22269;&#29579;&#30340;&#20005;&#26684;&#35268;&#23450;&#12290;</data>
      <data key=d5>1511eafb4ef81af6341758e771e4497c</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#22826;&#24072;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#22312;&#22826;&#24072;&#30340;&#24314;&#35758;&#19979;&#20915;&#23450;&#23545;&#21776;&#19977;&#34255;&#19968;&#34892;&#36827;&#34892;&#39564;&#29266;&#25918;&#34892;&#12290;</data>
      <data key=d5>591a2bb2e8785040a6f51e2960c5bdad</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#22269;&#24072;&quot;>
      <data key=d3>3.0</data>
      <data key=d4>&#22269;&#29579;&#20449;&#20219;&#22269;&#24072;&#65292;&#21548;&#21462;&#20182;&#30340;&#24314;&#35758;&#65292;&#20294;&#22312;&#23385;&#22823;&#22307;&#30340;&#36777;&#35299;&#19979;&#24320;&#22987;&#29369;&#35947;&#19981;&#20915;&#12290;&#22269;&#29579;&#22312;&#22269;&#24072;&#30340;&#24314;&#35758;&#19979;&#23545;&#21776;&#19977;&#34255;&#19968;&#34892;&#25345;&#26377;&#24576;&#30097;&#24577;&#24230;&#12290;&#22269;&#29579;&#23545;&#22269;&#24072;&#30340;&#36172;&#21338;&#34920;&#31034;&#25285;&#24551;&#65292;&#24182;&#35797;&#22270;&#24178;&#39044;&#20197;&#20445;&#25252;&#33258;&#24049;&#30340;&#21033;&#30410;&#12290;</data>
      <data key=d5>09a300493d76afdfe46d25e6cd1fc4d2,2810f3e39c26373f926b0796f11cd713,591a2bb2e8785040a6f51e2960c5bdad</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#31048;&#38632;&#27604;&#36187;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#20316;&#20026;&#35266;&#20247;&#65292;&#35266;&#23519;&#34892;&#32773;&#21644;&#22823;&#20185;&#30340;&#31048;&#38632;&#27604;&#36187;&#65292;&#24515;&#20013;&#26263;&#21916;&#12290;</data>
      <data key=d5>8383f02fa872e9bc6a9aa714f7bd8155</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#34382;&#21147;&#22823;&#20185;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>The entity known as &#34382;&#21147;&#22823;&#20185; had a direct interaction with &#22269;&#29579;, who expressed astonishment and trust in the magical abilities of &#34382;&#21147;&#22823;&#20185;. &#34382;&#21147;&#22823;&#20185; attempted to demonstrate his powers as a means to prevent the monk from gaining the king's trust.</data>
      <data key=d5>0c611d180d11656ac3258ae9b6891c45,817f9a9e9675e554068a497999bec839</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#37329;&#37550;&#27583;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#22312;&#37329;&#37550;&#27583;&#19978;&#35266;&#23519;&#21644;&#20915;&#23450;&#21776;&#20711;&#21644;&#36947;&#22763;&#30340;&#27861;&#21147;&#23637;&#31034;&#12290;</data>
      <data key=d5>0c611d180d11656ac3258ae9b6891c45</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#30772;&#28866;&#27969;&#20002;&#19968;&#21475;&#38047;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#23545;&#26588;&#23376;&#37324;&#30340;&#30772;&#28866;&#27969;&#20002;&#19968;&#21475;&#38047;&#34920;&#31034;&#19981;&#28385;&#65292;&#26368;&#32456;&#21457;&#29616;&#26159;&#34987;&#26367;&#25442;&#30340;&#29289;&#21697;&#12290;</data>
      <data key=d5>246672833735ae5c56d448ef8bcc7383</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#40575;&#21147;&#22823;&#20185;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#40575;&#21147;&#22823;&#20185;&#19982;&#34892;&#32773;&#30340;&#36172;&#26007;&#24341;&#36215;&#20102;&#22269;&#29579;&#30340;&#20851;&#27880;&#21644;&#25285;&#24551;&#12290;</data>
      <data key=d5>c9c0010a855db16034444f809b021d8b</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#36172;&#26007;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#23545;&#36172;&#26007;&#30340;&#32467;&#26524;&#24863;&#21040;&#24778;&#35766;&#21644;&#25285;&#24551;&#12290;</data>
      <data key=d5>c9c0010a855db16034444f809b021d8b</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#32650;&#21147;&#22823;&#20185;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#20801;&#35768;&#32650;&#21147;&#22823;&#20185;&#19982;&#34892;&#32773;&#36827;&#34892;&#28378;&#27833;&#38149;&#27927;&#28577;&#30340;&#36172;&#27880;&#65292;&#26174;&#31034;&#22269;&#29579;&#23545;&#20107;&#20214;&#30340;&#25511;&#21046;&#21644;&#20915;&#31574;&#12290;</data>
      <data key=d5>8ba3207614923614b743f0f28ff70f1b</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#32650;&#21147;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#22312;&#23385;&#24735;&#31354;&#30340;&#21387;&#21147;&#19979;&#65292;&#35201;&#27714;&#32650;&#21147;&#19979;&#27833;&#38149;&#65292;&#26174;&#31034;&#20986;&#20854;&#23545;&#23385;&#24735;&#31354;&#30340;&#24656;&#24807;&#12290;</data>
      <data key=d5>347760466fef12ad8d14f37a6a9d9f49</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#25307;&#20711;&#27036;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#36890;&#36807;&#21457;&#24067;&#25307;&#20711;&#27036;&#26469;&#25307;&#21215;&#20711;&#20154;&#65292;&#20197;&#22686;&#24378;&#22269;&#23478;&#30340;&#23447;&#25945;&#21644;&#31934;&#31070;&#21147;&#37327;&#12290;</data>
      <data key=d5>703c16efd5ce993dfe11f96487088706</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#20809;&#31108;&#23546;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#21629;&#20196;&#20809;&#31108;&#23546;&#20934;&#22791;&#23476;&#24109;&#65292;&#24182;&#22312;&#40594;&#40607;&#27583;&#21644;&#24314;&#31456;&#23467;&#35774;&#23476;&#12290;</data>
      <data key=d5>44122e15ef517ab2d0146f2f648850a8</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#38182;&#34915;&#21355;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#21629;&#20196;&#38182;&#34915;&#21355;&#25910;&#30417;&#22868;&#27874;&#20799;&#28766;&#21644;&#28766;&#27874;&#20799;&#22868;&#12290;</data>
      <data key=d5>44122e15ef517ab2d0146f2f648850a8</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#23385;&#29482;&#20108;&#32769;&#29239;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#23545;&#23385;&#29482;&#20108;&#32769;&#29239;&#30340;&#21151;&#32489;&#34920;&#31034;&#24863;&#35874;&#65292;&#24182;&#23433;&#25490;&#23476;&#20250;&#65292;&#26174;&#31034;&#22269;&#29579;&#23545;&#33521;&#38596;&#30340;&#36190;&#36175;&#12290;</data>
      <data key=d5>fe971d503155facf15e7d2c659f00314</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#37329;&#20809;&#23546;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#21442;&#19982;&#20102;&#23453;&#29289;&#30340;&#24402;&#36824;&#21644;&#22612;&#30340;&#37325;&#24314;&#65292;&#26174;&#31034;&#20182;&#23545;&#23546;&#24217;&#30340;&#37325;&#35270;&#12290;</data>
      <data key=d5>fe971d503155facf15e7d2c659f00314</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#40644;&#27036;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#21442;&#19982;&#40644;&#27036;&#30340;&#21830;&#35758;&#21644;&#21457;&#24067;&#65292;&#26174;&#31034;&#20854;&#25919;&#27835;&#27963;&#21160;&#12290;</data>
      <data key=d5>05892f1a81016bcf29599ad914cb1849</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#23385;&#32769;&#29239;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#23545;&#23385;&#32769;&#29239;&#30340;&#21307;&#26415;&#25265;&#26377;&#26399;&#24453;&#65292;&#24076;&#26395;&#20182;&#33021;&#27835;&#22909;&#33258;&#24049;&#30340;&#30149;&#12290;</data>
      <data key=d5>6df8acf8fd3d45176987be77573ba3f4</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#24748;&#19997;&#35786;&#33033;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#21516;&#24847;&#25509;&#21463;&#23385;&#22823;&#22307;&#30340;&#24748;&#19997;&#35786;&#33033;&#65292;&#36825;&#26159;&#20182;&#27835;&#30103;&#36807;&#31243;&#20013;&#30340;&#19968;&#20010;&#37325;&#35201;&#20107;&#20214;&#12290;</data>
      <data key=d5>0d36388e3e596a8e9a87dbb16094946f</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#21452;&#40479;&#22833;&#32676;&#20043;&#35777;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#34987;&#35786;&#26029;&#20986;&#24739;&#26377;&#21452;&#40479;&#22833;&#32676;&#20043;&#35777;&#65292;&#38656;&#35201;&#27835;&#30103;&#12290;</data>
      <data key=d5>bd8b6877023023cf57f207c92692641c</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#21046;&#33647;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#38656;&#35201;&#34892;&#32773;&#21046;&#33647;&#27835;&#30103;&#65292;&#21046;&#33647;&#25104;&#21151;&#21518;&#23558;&#37228;&#35874;&#12290;</data>
      <data key=d5>085f55f5407bc99bbd7439944e961327</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#20044;&#37329;&#20025;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>&#22269;&#29579;&#65288;国王&#65289;&#23547;&#27714;&#20044;&#37329;&#20025;&#65288;乌金丹&#65289;&#26469;&#27835;&#30103;&#33258;&#24049;&#30340;&#30142;&#30149;&#65292;&#24182;&#20351;&#29992;&#20044;&#37329;&#20025;&#21644;&#26080;&#26681;&#27700;&#36827;&#34892;&#27835;&#30103;&#12290;</data>
      <data key=d5>515916847a44c1dbee81f91a39098554,a741a5b4c0da25b8b66f58c2a524382d</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#26080;&#26681;&#27700;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#38656;&#35201;&#26080;&#26681;&#27700;&#26469;&#36865;&#26381;&#20044;&#37329;&#20025;&#12290;</data>
      <data key=d5>515916847a44c1dbee81f91a39098554</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#30343;&#23467;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#30343;&#23467;&#26159;&#22269;&#29579;&#36827;&#34892;&#27835;&#30103;&#30340;&#22320;&#26041;&#12290;</data>
      <data key=d5>a741a5b4c0da25b8b66f58c2a524382d</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#37329;&#22307;&#23467;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>The king, known as 国王, is deeply distressed due to the abduction of his queen from the 金圣宫 by a demon. This event has left him in a state of profound sorrow and desperation. The king harbors a deep affection for the 金圣宫 and is so committed to rescuing his queen that he is willing to relinquish his throne to secure her return. His primary concern is the well-being of his queen, and he is prepared to make significant sacrifices to ensure her safety and freedom.</data>
      <data key=d5>3a8b39968b8c88d2bcd0549112ef96de,9501385edeebff8df69bfad5ff5e640c</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#22826;&#21307;&#38498;&#23448;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#21672;&#35810;&#22826;&#21307;&#38498;&#23448;&#20851;&#20110;&#39532;&#20828;&#38083;&#30340;&#33647;&#25928;&#65292;&#22826;&#21307;&#38498;&#23448;&#25552;&#20379;&#20102;&#19987;&#19994;&#30340;&#21307;&#30103;&#24314;&#35758;&#12290;</data>
      <data key=d5>3a8b39968b8c88d2bcd0549112ef96de</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#36187;&#22826;&#23681;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>&#22269;&#29579;&#19982;&#36187;&#22826;&#23681;&#26159;&#25932;&#23545;&#20851;&#31995;&#65292;&#36187;&#22826;&#23681;&#23041;&#32961;&#21040;&#22269;&#29579;&#30340;&#22269;&#23478;&#23433;&#20840;&#65292;&#22269;&#29579;&#23547;&#27714;&#34892;&#32773;&#30340;&#24110;&#21161;&#26469;&#35299;&#20915;&#36825;&#20010;&#38382;&#39064;&#12290;&#22269;&#29579;&#22240;&#20026;&#36187;&#22826;&#23681;&#25668;&#36208;&#37329;&#22307;&#23467;&#32780;&#24551;&#34385;&#25104;&#30142;&#65292;&#23545;&#36187;&#22826;&#23681;&#26377;&#24378;&#28872;&#30340;&#25932;&#24847;&#12290;</data>
      <data key=d5>321268c9e48a9348cb57a75ce2af4996,3a8b39968b8c88d2bcd0549112ef96de</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#36991;&#22934;&#27004;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>The king uses the&#36991;&#22934;&#27004; to hide from the demon when it attacks.</data>
      <data key=d5>9501385edeebff8df69bfad5ff5e640c</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#21462;&#23567;&#20799;&#24515;&#32925;&#20107;&#20214;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#26159;&#21462;&#23567;&#20799;&#24515;&#32925;&#20107;&#20214;&#30340;&#22987;&#20316;&#20433;&#32773;&#65292;&#21548;&#20449;&#22934;&#37034;&#65292;&#35201;&#21462;&#23567;&#20799;&#24515;&#32925;&#20570;&#33647;&#24341;&#23376;&#12290;</data>
      <data key=d5>ace20339fbc0f370eb4d9bfff09a0bf4</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#20498;&#25442;&#20851;&#25991;&#20107;&#20214;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#23545;&#36828;&#26469;&#30340;&#20711;&#20154;&#34920;&#31034;&#27426;&#36814;&#65292;&#24182;&#20801;&#35768;&#20182;&#20204;&#20498;&#25442;&#20851;&#25991;&#20197;&#20415;&#32487;&#32493;&#21069;&#34892;&#12290;</data>
      <data key=d5>08c749795c74626a856b1209a25e240a</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#40644;&#38376;&#23448;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#40644;&#38376;&#23448; serves as the intermediary between the monk and the king, transmitting messages and announcements.</data>
      <data key=d5>52b31fe87d86db943e129f5361b78707</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#22269;&#19976;&quot;>
      <data key=d3>3.0</data>
      <data key=d4>The entity known as &#22269;&#29579; (King) holds a significant position in the court, where he receives respect and special treatment. The entity &#22269;&#19976; (Queen's Father) holds considerable influence over the King, providing him with advice on longevity and has earned the King's trust and support. The King, in turn, listens to the advice of the Queen's Father and has decided to take the heart of a Tang monk to achieve his goals.</data>
      <data key=d5>2e44ab71b74abc64a1d1cc4b2f502ea7,52b31fe87d86db943e129f5361b78707,a3147a81e1e2298c58ada81bce86a9e0</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#21462;&#32463;&#20107;&#20214;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#25903;&#25345;&#21776;&#20711;&#30340;&#21462;&#32463;&#20219;&#21153;&#65292;&#20294;&#21516;&#26102;&#20063;&#21463;&#21040;&#22269;&#19976;&#38271;&#29983;&#19981;&#32769;&#20043;&#35828;&#30340;&#35825;&#24785;&#12290;</data>
      <data key=d5>a3147a81e1e2298c58ada81bce86a9e0</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#37329;&#20141;&#39302;&#39551;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#19979;&#20196;&#22260;&#22256;&#37329;&#20141;&#39302;&#39551;&#65292;&#20197;&#25417;&#25343;&#21776;&#20711;&#12290;</data>
      <data key=d5>2e44ab71b74abc64a1d1cc4b2f502ea7</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#36865;&#21776;&#20711;&#20986;&#26397;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#21644;&#23252;&#21518;&#36865;&#21776;&#20711;&#20986;&#26397;&#65292;&#25670;&#37550;&#39550;&#24182;&#35831;&#21776;&#20711;&#31471;&#22352;&#20964;&#36743;&#40857;&#36710;&#12290;</data>
      <data key=d5>18c757e80ddcbeefdec557317d7f528d</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#21059;&#22836;&#20107;&#20214;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#22312;&#19981;&#30693;&#24773;&#30340;&#24773;&#20917;&#19979;&#25104;&#20026;&#20102;&#21059;&#22836;&#20107;&#20214;&#30340;&#21463;&#23475;&#32773;&#65292;&#20107;&#20214;&#21518;&#20182;&#24847;&#35782;&#21040;&#21487;&#33021;&#19982;&#26432;&#23475;&#21644;&#23578;&#26377;&#20851;&#12290;</data>
      <data key=d5>62da19e78417a112e7a649999f38900d</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#38054;&#27861;&#22269;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#26159;&#38054;&#27861;&#22269;&#30340;&#32479;&#27835;&#32773;&#65292;&#31649;&#29702;&#22269;&#23478;&#24182;&#36865;&#21035;&#21776;&#20711;&#22235;&#20247;&#12290;</data>
      <data key=d5>dd05813f8c2425e5dae08428c83ea7de</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#22307;&#20711;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#35797;&#22270;&#35828;&#26381;&#22307;&#20711;&#25509;&#21463;&#39544;&#39532;&#30340;&#25552;&#35758;&#65292;&#20294;&#22307;&#20711;&#26356;&#24819;&#32487;&#32493;&#21462;&#32463;&#12290;</data>
      <data key=d5>e813f0bbc72f62b15d90ccfd1beddb26</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#21326;&#22839;&#38401;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#22312;&#21326;&#22839;&#38401;&#19982;&#21776;&#20711;&#36827;&#34892;&#39278;&#23476;&#12290;</data>
      <data key=d5>2499d392d78a2a0ee6ddcb1cf5c3f2d7</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#26575;&#38738;&#38738;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#26575;&#38738;&#38738;&#30340;&#35799;&#20316;&#21463;&#21040;&#22269;&#29579;&#30340;&#36190;&#36175;&#21644;&#21916;&#29233;&#65292;&#22269;&#29579;&#21629;&#20196;&#20197;&#26032;&#35799;&#22863;&#20048;&#12290;</data>
